exercise_id,exercise_name,equipment_in_image,body_position_description,image_prompt
"Rocket_Jump","Rocket Jump","no","explosive jumping motion","minimalist exercise icon, single human silhouette in solid dark gray (#1A1A1A), person performing rocket jump, explosive jumping motion, bodyweight only, lime green accent line showing movement direction, transparent background, flat design, no gradients, fitness app icon style, ultra clean, sharp edges, centered composition --no text, labels, multiple people, detailed face, realistic skin, shadows, 3D effects, gradients, busy background, photorealistic"
"Rocking_Standing_Calf_Raise","Rocking Standing Calf Raise","yes","standing on edge; raising heels upward","minimalist exercise icon, single human silhouette in solid dark gray (#1A1A1A), person performing rocking standing calf raise, standing on edge, raising heels upward, holding barbell, lime green accent line showing movement direction, transparent background, flat design, no gradients, fitness app icon style, ultra clean, sharp edges, centered composition --no text, labels, multiple people, detailed face, realistic skin, shadows, 3D effects, gradients, busy background, photorealistic"
"wger_1485","Rocking Triceps Pushdown","yes","performing exercise with proper form","minimalist exercise icon, single human silhouette in solid dark gray (#1A1A1A), person performing rocking triceps pushdown, performing exercise with proper form, using sz-bar, lime green accent line showing movement direction, transparent background, flat design, no gradients, fitness app icon style, ultra clean, sharp edges, centered composition --no text, labels, multiple people, detailed face, realistic skin, shadows, 3D effects, gradients, busy background, photorealistic"
"Rocky_Pull-Ups_Pulldowns","Rocky Pull-Ups/Pulldowns","yes","hanging from bar; pulling chin above bar","minimalist exercise icon, single human silhouette in solid dark gray (#1A1A1A), person performing rocky pull-ups/pulldowns, hanging from bar, pulling chin above bar, using other, lime green accent line showing movement direction, transparent background, flat design, no gradients, fitness app icon style, ultra clean, sharp edges, centered composition --no text, labels, multiple people, detailed face, realistic skin, shadows, 3D effects, gradients, busy background, photorealistic"
"wger_1399","Roll Down","yes","performing exercise with proper form","minimalist exercise icon, single human silhouette in solid dark gray (#1A1A1A), person performing roll down, performing exercise with proper form, bodyweight only, lime green accent line showing movement direction, transparent background, flat design, no gradients, fitness app icon style, ultra clean, sharp edges, centered composition --no text, labels, multiple people, detailed face, realistic skin, shadows, 3D effects, gradients, busy background, photorealistic"
"wger_505","Roman Chair","yes","performing exercise with proper form","minimalist exercise icon, single human silhouette in solid dark gray (#1A1A1A), person performing roman chair, performing exercise with proper form, using other, lime green accent line showing movement direction, transparent background, flat design, no gradients, fitness app icon style, ultra clean, sharp edges, centered composition --no text, labels, multiple people, detailed face, realistic skin, shadows, 3D effects, gradients, busy background, photorealistic"
"Romanian_Deadlift","Romanian Deadlift","yes","bent over with flat back; gripping barbell at floor","minimalist exercise icon, single human silhouette in solid dark gray (#1A1A1A), person performing romanian deadlift, bent over with flat back, gripping barbell at floor, holding barbell, lime green accent line showing movement direction, transparent background, flat design, no gradients, fitness app icon style, ultra clean, sharp edges, centered composition --no text, labels, multiple people, detailed face, realistic skin, shadows, 3D effects, gradients, busy background, photorealistic"
"Romanian_Deadlift_from_Deficit","Romanian Deadlift from Deficit","yes","bent over with flat back; gripping barbell at floor","minimalist exercise icon, single human silhouette in solid dark gray (#1A1A1A), person performing romanian deadlift from deficit, bent over with flat back, gripping barbell at floor, holding barbell, lime green accent line showing movement direction, transparent background, flat design, no gradients, fitness app icon style, ultra clean, sharp edges, centered composition --no text, labels, multiple people, detailed face, realistic skin, shadows, 3D effects, gradients, busy background, photorealistic"
"wger_1211","Romanian deadlift  single leg","yes","bent over with flat back; gripping barbell at floor","minimalist exercise icon, single human silhouette in solid dark gray (#1A1A1A), person performing romanian deadlift, single leg, bent over with flat back, gripping barbell at floor, holding dumbbells, lime green accent line showing movement direction, transparent background, flat design, no gradients, fitness app icon style, ultra clean, sharp edges, centered composition --no text, labels, multiple people, detailed face, realistic skin, shadows, 3D effects, gradients, busy background, photorealistic"
"Rope_Climb","Rope Climb","yes","performing exercise with proper form","minimalist exercise icon, single human silhouette in solid dark gray (#1A1A1A), person performing rope climb, performing exercise with proper form, using other, lime green accent line showing movement direction, transparent background, flat design, no gradients, fitness app icon style, ultra clean, sharp edges, centered composition --no text, labels, multiple people, detailed face, realistic skin, shadows, 3D effects, gradients, busy background, photorealistic"
"Rope_Crunch","Rope Crunch","yes","lying on back; curling shoulders toward knees","minimalist exercise icon, single human silhouette in solid dark gray (#1A1A1A), person performing rope crunch, lying on back, curling shoulders toward knees, at cable machine, lime green accent line showing movement direction, transparent background, flat design, no gradients, fitness app icon style, ultra clean, sharp edges, centered composition --no text, labels, multiple people, detailed face, realistic skin, shadows, 3D effects, gradients, busy background, photorealistic"
"Rope_Jumping","Rope Jumping","yes","explosive jumping motion","minimalist exercise icon, single human silhouette in solid dark gray (#1A1A1A), person performing rope jumping, explosive jumping motion, using other, lime green accent line showing movement direction, transparent background, flat design, no gradients, fitness app icon style, ultra clean, sharp edges, centered composition --no text, labels, multiple people, detailed face, realistic skin, shadows, 3D effects, gradients, busy background, photorealistic"
"wger_1634","Rope Pullover/row","yes","torso bent forward; pulling weight toward body","minimalist exercise icon, single human silhouette in solid dark gray (#1A1A1A), person performing rope pullover/row, torso bent forward, pulling weight toward body, using incline bench, lime green accent line showing movement direction, transparent background, flat design, no gradients, fitness app icon style, ultra clean, sharp edges, centered composition --no text, labels, multiple people, detailed face, realistic skin, shadows, 3D effects, gradients, busy background, photorealistic"
"Rope_Straight-Arm_Pulldown","Rope Straight-Arm Pulldown","yes","seated at cable machine; pulling bar down to chest","minimalist exercise icon, single human silhouette in solid dark gray (#1A1A1A), person performing rope straight-arm pulldown, seated at cable machine, pulling bar down to chest, at cable machine, lime green accent line showing movement direction, transparent background, flat design, no gradients, fitness app icon style, ultra clean, sharp edges, centered composition --no text, labels, multiple people, detailed face, realistic skin, shadows, 3D effects, gradients, busy background, photorealistic"
"wger_1374","Rotary Torso Machine","yes","performing exercise with proper form","minimalist exercise icon, single human silhouette in solid dark gray (#1A1A1A), person performing rotary torso machine, performing exercise with proper form, using other, lime green accent line showing movement direction, transparent background, flat design, no gradients, fitness app icon style, ultra clean, sharp edges, centered composition --no text, labels, multiple people, detailed face, realistic skin, shadows, 3D effects, gradients, busy background, photorealistic"
"Round_The_World_Shoulder_Stretch","Round The World Shoulder Stretch","yes","performing exercise with proper form","minimalist exercise icon, single human silhouette in solid dark gray (#1A1A1A), person performing round the world shoulder stretch, performing exercise with proper form, using other, lime green accent line showing movement direction, transparent background, flat design, no gradients, fitness app icon style, ultra clean, sharp edges, centered composition --no text, labels, multiple people, detailed face, realistic skin, shadows, 3D effects, gradients, busy background, photorealistic"
"wger_508","Row","yes","torso bent forward; pulling weight toward body","minimalist exercise icon, single human silhouette in solid dark gray (#1A1A1A), person performing row, torso bent forward, pulling weight toward body, holding barbell, lime green accent line showing movement direction, transparent background, flat design, no gradients, fitness app icon style, ultra clean, sharp edges, centered composition --no text, labels, multiple people, detailed face, realistic skin, shadows, 3D effects, gradients, busy background, photorealistic"
"wger_1093","Rowing Machine","yes","torso bent forward; pulling weight toward body","minimalist exercise icon, single human silhouette in solid dark gray (#1A1A1A), person performing rowing machine, torso bent forward, pulling weight toward body, bodyweight only, lime green accent line showing movement direction, transparent background, flat design, no gradients, fitness app icon style, ultra clean, sharp edges, centered composition --no text, labels, multiple people, detailed face, realistic skin, shadows, 3D effects, gradients, busy background, photorealistic"
"wger_512","Rowing seated  narrow grip","yes","torso bent forward; pulling weight toward body","minimalist exercise icon, single human silhouette in solid dark gray (#1A1A1A), person performing rowing seated, narrow grip, torso bent forward, pulling weight toward body, using other, lime green accent line showing movement direction, transparent background, flat design, no gradients, fitness app icon style, ultra clean, sharp edges, centered composition --no text, labels, multiple people, detailed face, realistic skin, shadows, 3D effects, gradients, busy background, photorealistic"
"wger_674","Rowing with TRX band","yes","torso bent forward; pulling weight toward body","minimalist exercise icon, single human silhouette in solid dark gray (#1A1A1A), person performing rowing with trx band, torso bent forward, pulling weight toward body, bodyweight only, lime green accent line showing movement direction, transparent background, flat design, no gradients, fitness app icon style, ultra clean, sharp edges, centered composition --no text, labels, multiple people, detailed face, realistic skin, shadows, 3D effects, gradients, busy background, photorealistic"
"wger_510","Rowing  Lying on Bench","yes","torso bent forward; pulling weight toward body","minimalist exercise icon, single human silhouette in solid dark gray (#1A1A1A), person performing rowing, lying on bench, torso bent forward, pulling weight toward body, using other, lime green accent line showing movement direction, transparent background, flat design, no gradients, fitness app icon style, ultra clean, sharp edges, centered composition --no text, labels, multiple people, detailed face, realistic skin, shadows, 3D effects, gradients, busy background, photorealistic"
"Rowing_Stationary","Rowing  Stationary","yes","torso bent forward; pulling weight toward body","minimalist exercise icon, single human silhouette in solid dark gray (#1A1A1A), person performing rowing, stationary, torso bent forward, pulling weight toward body, using exercise machine, lime green accent line showing movement direction, transparent background, flat design, no gradients, fitness app icon style, ultra clean, sharp edges, centered composition --no text, labels, multiple people, detailed face, realistic skin, shadows, 3D effects, gradients, busy background, photorealistic"
"wger_513","Rowing  T-bar","yes","torso bent forward; pulling weight toward body","minimalist exercise icon, single human silhouette in solid dark gray (#1A1A1A), person performing rowing, t-bar, torso bent forward, pulling weight toward body, using other, lime green accent line showing movement direction, transparent background, flat design, no gradients, fitness app icon style, ultra clean, sharp edges, centered composition --no text, labels, multiple people, detailed face, realistic skin, shadows, 3D effects, gradients, busy background, photorealistic"
"wger_1613","rubber band glute kickback","yes","bent over; extending arm backward","minimalist exercise icon, single human silhouette in solid dark gray (#1A1A1A), person performing rubber band glute kickback, bent over, extending arm backward, using resistance band, lime green accent line showing movement direction, transparent background, flat design, no gradients, fitness app icon style, ultra clean, sharp edges, centered composition --no text, labels, multiple people, detailed face, realistic skin, shadows, 3D effects, gradients, busy background, photorealistic"
"wger_527","Run","yes","running stride motion","minimalist exercise icon, single human silhouette in solid dark gray (#1A1A1A), person performing run, running stride motion, using other, lime green accent line showing movement direction, transparent background, flat design, no gradients, fitness app icon style, ultra clean, sharp edges, centered composition --no text, labels, multiple people, detailed face, realistic skin, shadows, 3D effects, gradients, busy background, photorealistic"
"wger_529","Run - Interval Training","yes","running stride motion","minimalist exercise icon, single human silhouette in solid dark gray (#1A1A1A), person performing run - interval training, running stride motion, using other, lime green accent line showing movement direction, transparent background, flat design, no gradients, fitness app icon style, ultra clean, sharp edges, centered composition --no text, labels, multiple people, detailed face, realistic skin, shadows, 3D effects, gradients, busy background, photorealistic"
"wger_530","Run - Treadmill","yes","running stride motion","minimalist exercise icon, single human silhouette in solid dark gray (#1A1A1A), person performing run - treadmill, running stride motion, using other, lime green accent line showing movement direction, transparent background, flat design, no gradients, fitness app icon style, ultra clean, sharp edges, centered composition --no text, labels, multiple people, detailed face, realistic skin, shadows, 3D effects, gradients, busy background, photorealistic"
"Runners_Stretch","Runner's Stretch","no","running stride motion","minimalist exercise icon, single human silhouette in solid dark gray (#1A1A1A), person performing runner's stretch, running stride motion, bodyweight only, lime green accent line showing movement direction, transparent background, flat design, no gradients, fitness app icon style, ultra clean, sharp edges, centered composition --no text, labels, multiple people, detailed face, realistic skin, shadows, 3D effects, gradients, busy background, photorealistic"
"Running_Treadmill","Running  Treadmill","yes","running stride motion","minimalist exercise icon, single human silhouette in solid dark gray (#1A1A1A), person performing running, treadmill, running stride motion, using exercise machine, lime green accent line showing movement direction, transparent background, flat design, no gradients, fitness app icon style, ultra clean, sharp edges, centered composition --no text, labels, multiple people, detailed face, realistic skin, shadows, 3D effects, gradients, busy background, photorealistic"
"Russian_Twist","Russian Twist","no","seated; torso twisting side to side","minimalist exercise icon, single human silhouette in solid dark gray (#1A1A1A), person performing russian twist, seated, torso twisting side to side, bodyweight only, lime green accent line showing movement direction, transparent background, flat design, no gradients, fitness app icon style, ultra clean, sharp edges, centered composition --no text, labels, multiple people, detailed face, realistic skin, shadows, 3D effects, gradients, busy background, photorealistic"
"Sandbag_Load","Sandbag Load","yes","performing exercise with proper form","minimalist exercise icon, single human silhouette in solid dark gray (#1A1A1A), person performing sandbag load, performing exercise with proper form, using other, lime green accent line showing movement direction, transparent background, flat design, no gradients, fitness app icon style, ultra clean, sharp edges, centered composition --no text, labels, multiple people, detailed face, realistic skin, shadows, 3D effects, gradients, busy background, photorealistic"
"wger_1435","Scapula Pulls","no","performing exercise with proper form","minimalist exercise icon, single human silhouette in solid dark gray (#1A1A1A), person performing scapula pulls, performing exercise with proper form, bodyweight only, lime green accent line showing movement direction, transparent background, flat design, no gradients, fitness app icon style, ultra clean, sharp edges, centered composition --no text, labels, multiple people, detailed face, realistic skin, shadows, 3D effects, gradients, busy background, photorealistic"
"Scapular_Pull-Up","Scapular Pull-Up","no","hanging from bar; pulling chin above bar","minimalist exercise icon, single human silhouette in solid dark gray (#1A1A1A), person performing scapular pull-up, hanging from bar, pulling chin above bar, bodyweight only, lime green accent line showing movement direction, transparent background, flat design, no gradients, fitness app icon style, ultra clean, sharp edges, centered composition --no text, labels, multiple people, detailed face, realistic skin, shadows, 3D effects, gradients, busy background, photorealistic"
"wger_1338","Schoulder Raise (Dumbbell)","yes","performing exercise with proper form","minimalist exercise icon, single human silhouette in solid dark gray (#1A1A1A), person performing schoulder raise (dumbbell), performing exercise with proper form, holding dumbbells, lime green accent line showing movement direction, transparent background, flat design, no gradients, fitness app icon style, ultra clean, sharp edges, centered composition --no text, labels, multiple people, detailed face, realistic skin, shadows, 3D effects, gradients, busy background, photorealistic"
"wger_1574","Schwimmen","yes","performing exercise with proper form","minimalist exercise icon, single human silhouette in solid dark gray (#1A1A1A), person performing schwimmen, performing exercise with proper form, using other, lime green accent line showing movement direction, transparent background, flat design, no gradients, fitness app icon style, ultra clean, sharp edges, centered composition --no text, labels, multiple people, detailed face, realistic skin, shadows, 3D effects, gradients, busy background, photorealistic"
"Scissor_Kick","Scissor Kick","no","performing exercise with proper form","minimalist exercise icon, single human silhouette in solid dark gray (#1A1A1A), person performing scissor kick, performing exercise with proper form, bodyweight only, lime green accent line showing movement direction, transparent background, flat design, no gradients, fitness app icon style, ultra clean, sharp edges, centered composition --no text, labels, multiple people, detailed face, realistic skin, shadows, 3D effects, gradients, busy background, photorealistic"
"wger_545","Scissors","yes","performing exercise with proper form","minimalist exercise icon, single human silhouette in solid dark gray (#1A1A1A), person performing scissors, performing exercise with proper form, using other, lime green accent line showing movement direction, transparent background, flat design, no gradients, fitness app icon style, ultra clean, sharp edges, centered composition --no text, labels, multiple people, detailed face, realistic skin, shadows, 3D effects, gradients, busy background, photorealistic"
"Scissors_Jump","Scissors Jump","no","explosive jumping motion","minimalist exercise icon, single human silhouette in solid dark gray (#1A1A1A), person performing scissors jump, explosive jumping motion, bodyweight only, lime green accent line showing movement direction, transparent background, flat design, no gradients, fitness app icon style, ultra clean, sharp edges, centered composition --no text, labels, multiple people, detailed face, realistic skin, shadows, 3D effects, gradients, busy background, photorealistic"
"wger_1206","scorpion kick","yes","performing exercise with proper form","minimalist exercise icon, single human silhouette in solid dark gray (#1A1A1A), person performing scorpion kick, performing exercise with proper form, bodyweight only, lime green accent line showing movement direction, transparent background, flat design, no gradients, fitness app icon style, ultra clean, sharp edges, centered composition --no text, labels, multiple people, detailed face, realistic skin, shadows, 3D effects, gradients, busy background, photorealistic"
"Seated_Band_Hamstring_Curl","Seated Band Hamstring Curl","yes","standing or seated; arm curling weight toward shoulder","minimalist exercise icon, single human silhouette in solid dark gray (#1A1A1A), person performing seated band hamstring curl, standing or seated, arm curling weight toward shoulder, using other, lime green accent line showing movement direction, transparent background, flat design, no gradients, fitness app icon style, ultra clean, sharp edges, centered composition --no text, labels, multiple people, detailed face, realistic skin, shadows, 3D effects, gradients, busy background, photorealistic"
"Seated_Barbell_Military_Press","Seated Barbell Military Press","yes","standing upright; arms pressing barbell overhead","minimalist exercise icon, single human silhouette in solid dark gray (#1A1A1A), person performing seated barbell military press, standing upright, arms pressing barbell overhead, holding barbell, lime green accent line showing movement direction, transparent background, flat design, no gradients, fitness app icon style, ultra clean, sharp edges, centered composition --no text, labels, multiple people, detailed face, realistic skin, shadows, 3D effects, gradients, busy background, photorealistic"
"Seated_Barbell_Twist","Seated Barbell Twist","yes","performing exercise with proper form","minimalist exercise icon, single human silhouette in solid dark gray (#1A1A1A), person performing seated barbell twist, performing exercise with proper form, holding barbell, lime green accent line showing movement direction, transparent background, flat design, no gradients, fitness app icon style, ultra clean, sharp edges, centered composition --no text, labels, multiple people, detailed face, realistic skin, shadows, 3D effects, gradients, busy background, photorealistic"
"wger_1094","Seated Bench Press","yes","lying on flat bench; arms pressing barbell/dumbbells upward","minimalist exercise icon, single human silhouette in solid dark gray (#1A1A1A), person performing seated bench press, lying on flat bench, arms pressing barbell/dumbbells upward, using bench, lime green accent line showing movement direction, transparent background, flat design, no gradients, fitness app icon style, ultra clean, sharp edges, centered composition --no text, labels, multiple people, detailed face, realistic skin, shadows, 3D effects, gradients, busy background, photorealistic"
"Seated_Bent-Over_One-Arm_Dumbbell_Triceps_Extension","Seated Bent-Over One-Arm Dumbbell Triceps Extension","yes","performing exercise with proper form","minimalist exercise icon, single human silhouette in solid dark gray (#1A1A1A), person performing seated bent-over one-arm dumbbell triceps extension, performing exercise with proper form, holding dumbbells, lime green accent line showing movement direction, transparent background, flat design, no gradients, fitness app icon style, ultra clean, sharp edges, centered composition --no text, labels, multiple people, detailed face, realistic skin, shadows, 3D effects, gradients, busy background, photorealistic"
"Seated_Bent-Over_Rear_Delt_Raise","Seated Bent-Over Rear Delt Raise","yes","bent over; arms raising weights out to sides","minimalist exercise icon, single human silhouette in solid dark gray (#1A1A1A), person performing seated bent-over rear delt raise, bent over, arms raising weights out to sides, holding dumbbells, lime green accent line showing movement direction, transparent background, flat design, no gradients, fitness app icon style, ultra clean, sharp edges, centered composition --no text, labels, multiple people, detailed face, realistic skin, shadows, 3D effects, gradients, busy background, photorealistic"
"Seated_Bent-Over_Two-Arm_Dumbbell_Triceps_Extension","Seated Bent-Over Two-Arm Dumbbell Triceps Extension","yes","performing exercise with proper form","minimalist exercise icon, single human silhouette in solid dark gray (#1A1A1A), person performing seated bent-over two-arm dumbbell triceps extension, performing exercise with proper form, holding dumbbells, lime green accent line showing movement direction, transparent background, flat design, no gradients, fitness app icon style, ultra clean, sharp edges, centered composition --no text, labels, multiple people, detailed face, realistic skin, shadows, 3D effects, gradients, busy background, photorealistic"
"Seated_Biceps","Seated Biceps","no","performing exercise with proper form","minimalist exercise icon, single human silhouette in solid dark gray (#1A1A1A), person performing seated biceps, performing exercise with proper form, bodyweight only, lime green accent line showing movement direction, transparent background, flat design, no gradients, fitness app icon style, ultra clean, sharp edges, centered composition --no text, labels, multiple people, detailed face, realistic skin, shadows, 3D effects, gradients, busy background, photorealistic"
"wger_922","SEATED CABLE MID TRAP SHRUG","yes","standing; shoulders shrugging upward","minimalist exercise icon, single human silhouette in solid dark gray (#1A1A1A), person performing seated cable mid trap shrug, standing, shoulders shrugging upward, using other, lime green accent line showing movement direction, transparent background, flat design, no gradients, fitness app icon style, ultra clean, sharp edges, centered composition --no text, labels, multiple people, detailed face, realistic skin, shadows, 3D effects, gradients, busy background, photorealistic"
"wger_1117","Seated Cable Row","yes","torso bent forward; pulling weight toward body","minimalist exercise icon, single human silhouette in solid dark gray (#1A1A1A), person performing seated cable row, torso bent forward, pulling weight toward body, using other, lime green accent line showing movement direction, transparent background, flat design, no gradients, fitness app icon style, ultra clean, sharp edges, centered composition --no text, labels, multiple people, detailed face, realistic skin, shadows, 3D effects, gradients, busy background, photorealistic"
"Seated_Cable_Rows","Seated Cable Rows","yes","torso bent forward; pulling weight toward body","minimalist exercise icon, single human silhouette in solid dark gray (#1A1A1A), person performing seated cable rows, torso bent forward, pulling weight toward body, at cable machine, lime green accent line showing movement direction, transparent background, flat design, no gradients, fitness app icon style, ultra clean, sharp edges, centered composition --no text, labels, multiple people, detailed face, realistic skin, shadows, 3D effects, gradients, busy background, photorealistic"
"Seated_Cable_Shoulder_Press","Seated Cable Shoulder Press","yes","seated or standing; arms pressing weight overhead","minimalist exercise icon, single human silhouette in solid dark gray (#1A1A1A), person performing seated cable shoulder press, seated or standing, arms pressing weight overhead, at cable machine, lime green accent line showing movement direction, transparent background, flat design, no gradients, fitness app icon style, ultra clean, sharp edges, centered composition --no text, labels, multiple people, detailed face, realistic skin, shadows, 3D effects, gradients, busy background, photorealistic"
"Seated_Calf_Raise","Seated Calf Raise","yes","standing on edge; raising heels upward","minimalist exercise icon, single human silhouette in solid dark gray (#1A1A1A), person performing seated calf raise, standing on edge, raising heels upward, using exercise machine, lime green accent line showing movement direction, transparent background, flat design, no gradients, fitness app icon style, ultra clean, sharp edges, centered composition --no text, labels, multiple people, detailed face, realistic skin, shadows, 3D effects, gradients, busy background, photorealistic"
"Seated_Calf_Stretch","Seated Calf Stretch","no","performing exercise with proper form","minimalist exercise icon, single human silhouette in solid dark gray (#1A1A1A), person performing seated calf stretch, performing exercise with proper form, bodyweight only, lime green accent line showing movement direction, transparent background, flat design, no gradients, fitness app icon style, ultra clean, sharp edges, centered composition --no text, labels, multiple people, detailed face, realistic skin, shadows, 3D effects, gradients, busy background, photorealistic"
"Seated_Close-Grip_Concentration_Barbell_Curl","Seated Close-Grip Concentration Barbell Curl","yes","standing or seated; arm curling weight toward shoulder","minimalist exercise icon, single human silhouette in solid dark gray (#1A1A1A), person performing seated close-grip concentration barbell curl, standing or seated, arm curling weight toward shoulder, holding barbell, lime green accent line showing movement direction, transparent background, flat design, no gradients, fitness app icon style, ultra clean, sharp edges, centered composition --no text, labels, multiple people, detailed face, realistic skin, shadows, 3D effects, gradients, busy background, photorealistic"
"wger_1477","Seated Corkscrew","yes","performing exercise with proper form","minimalist exercise icon, single human silhouette in solid dark gray (#1A1A1A), person performing seated corkscrew, performing exercise with proper form, bodyweight only, lime green accent line showing movement direction, transparent background, flat design, no gradients, fitness app icon style, ultra clean, sharp edges, centered composition --no text, labels, multiple people, detailed face, realistic skin, shadows, 3D effects, gradients, busy background, photorealistic"
"wger_1620","Seated Dumbbell Calf Raise","yes","standing on edge; raising heels upward","minimalist exercise icon, single human silhouette in solid dark gray (#1A1A1A), person performing seated dumbbell calf raise, standing on edge, raising heels upward, holding dumbbells, lime green accent line showing movement direction, transparent background, flat design, no gradients, fitness app icon style, ultra clean, sharp edges, centered composition --no text, labels, multiple people, detailed face, realistic skin, shadows, 3D effects, gradients, busy background, photorealistic"
"Seated_Dumbbell_Curl","Seated Dumbbell Curl","yes","standing or seated; arm curling weight toward shoulder","minimalist exercise icon, single human silhouette in solid dark gray (#1A1A1A), person performing seated dumbbell curl, standing or seated, arm curling weight toward shoulder, holding dumbbells, lime green accent line showing movement direction, transparent background, flat design, no gradients, fitness app icon style, ultra clean, sharp edges, centered composition --no text, labels, multiple people, detailed face, realistic skin, shadows, 3D effects, gradients, busy background, photorealistic"
"wger_1289","Seated Dumbbell Curls","yes","standing or seated; arm curling weight toward shoulder","minimalist exercise icon, single human silhouette in solid dark gray (#1A1A1A), person performing seated dumbbell curls, standing or seated, arm curling weight toward shoulder, holding dumbbells, lime green accent line showing movement direction, transparent background, flat design, no gradients, fitness app icon style, ultra clean, sharp edges, centered composition --no text, labels, multiple people, detailed face, realistic skin, shadows, 3D effects, gradients, busy background, photorealistic"
"Seated_Dumbbell_Inner_Biceps_Curl","Seated Dumbbell Inner Biceps Curl","yes","standing or seated; arm curling weight toward shoulder","minimalist exercise icon, single human silhouette in solid dark gray (#1A1A1A), person performing seated dumbbell inner biceps curl, standing or seated, arm curling weight toward shoulder, holding dumbbells, lime green accent line showing movement direction, transparent background, flat design, no gradients, fitness app icon style, ultra clean, sharp edges, centered composition --no text, labels, multiple people, detailed face, realistic skin, shadows, 3D effects, gradients, busy background, photorealistic"
"Seated_Dumbbell_Palms-Down_Wrist_Curl","Seated Dumbbell Palms-Down Wrist Curl","yes","standing or seated; arm curling weight toward shoulder","minimalist exercise icon, single human silhouette in solid dark gray (#1A1A1A), person performing seated dumbbell palms-down wrist curl, standing or seated, arm curling weight toward shoulder, holding dumbbells, lime green accent line showing movement direction, transparent background, flat design, no gradients, fitness app icon style, ultra clean, sharp edges, centered composition --no text, labels, multiple people, detailed face, realistic skin, shadows, 3D effects, gradients, busy background, photorealistic"
"Seated_Dumbbell_Palms-Up_Wrist_Curl","Seated Dumbbell Palms-Up Wrist Curl","yes","standing or seated; arm curling weight toward shoulder","minimalist exercise icon, single human silhouette in solid dark gray (#1A1A1A), person performing seated dumbbell palms-up wrist curl, standing or seated, arm curling weight toward shoulder, holding dumbbells, lime green accent line showing movement direction, transparent background, flat design, no gradients, fitness app icon style, ultra clean, sharp edges, centered composition --no text, labels, multiple people, detailed face, realistic skin, shadows, 3D effects, gradients, busy background, photorealistic"
"Seated_Dumbbell_Press","Seated Dumbbell Press","yes","performing exercise with proper form","minimalist exercise icon, single human silhouette in solid dark gray (#1A1A1A), person performing seated dumbbell press, performing exercise with proper form, holding dumbbells, lime green accent line showing movement direction, transparent background, flat design, no gradients, fitness app icon style, ultra clean, sharp edges, centered composition --no text, labels, multiple people, detailed face, realistic skin, shadows, 3D effects, gradients, busy background, photorealistic"
"wger_918","Seated Dumbbell Side Lateral","yes","performing exercise with proper form","minimalist exercise icon, single human silhouette in solid dark gray (#1A1A1A), person performing seated dumbbell side lateral, performing exercise with proper form, holding dumbbells, lime green accent line showing movement direction, transparent background, flat design, no gradients, fitness app icon style, ultra clean, sharp edges, centered composition --no text, labels, multiple people, detailed face, realistic skin, shadows, 3D effects, gradients, busy background, photorealistic"
"wger_1680","seated figure four","yes","performing exercise with proper form","minimalist exercise icon, single human silhouette in solid dark gray (#1A1A1A), person performing seated figure four, performing exercise with proper form, using bench, lime green accent line showing movement direction, transparent background, flat design, no gradients, fitness app icon style, ultra clean, sharp edges, centered composition --no text, labels, multiple people, detailed face, realistic skin, shadows, 3D effects, gradients, busy background, photorealistic"
"Seated_Flat_Bench_Leg_Pull-In","Seated Flat Bench Leg Pull-In","no","performing exercise with proper form","minimalist exercise icon, single human silhouette in solid dark gray (#1A1A1A), person performing seated flat bench leg pull-in, performing exercise with proper form, bodyweight only, lime green accent line showing movement direction, transparent background, flat design, no gradients, fitness app icon style, ultra clean, sharp edges, centered composition --no text, labels, multiple people, detailed face, realistic skin, shadows, 3D effects, gradients, busy background, photorealistic"
"Seated_Floor_Hamstring_Stretch","Seated Floor Hamstring Stretch","no","performing exercise with proper form","minimalist exercise icon, single human silhouette in solid dark gray (#1A1A1A), person performing seated floor hamstring stretch, performing exercise with proper form, bodyweight only, lime green accent line showing movement direction, transparent background, flat design, no gradients, fitness app icon style, ultra clean, sharp edges, centered composition --no text, labels, multiple people, detailed face, realistic skin, shadows, 3D effects, gradients, busy background, photorealistic"
"Seated_Front_Deltoid","Seated Front Deltoid","no","performing exercise with proper form","minimalist exercise icon, single human silhouette in solid dark gray (#1A1A1A), person performing seated front deltoid, performing exercise with proper form, bodyweight only, lime green accent line showing movement direction, transparent background, flat design, no gradients, fitness app icon style, ultra clean, sharp edges, centered composition --no text, labels, multiple people, detailed face, realistic skin, shadows, 3D effects, gradients, busy background, photorealistic"
"Seated_Glute","Seated Glute","no","performing exercise with proper form","minimalist exercise icon, single human silhouette in solid dark gray (#1A1A1A), person performing seated glute, performing exercise with proper form, bodyweight only, lime green accent line showing movement direction, transparent background, flat design, no gradients, fitness app icon style, ultra clean, sharp edges, centered composition --no text, labels, multiple people, detailed face, realistic skin, shadows, 3D effects, gradients, busy background, photorealistic"
"Seated_Good_Mornings","Seated Good Mornings","yes","standing with bar on back; hinging forward at hips","minimalist exercise icon, single human silhouette in solid dark gray (#1A1A1A), person performing seated good mornings, standing with bar on back, hinging forward at hips, holding barbell, lime green accent line showing movement direction, transparent background, flat design, no gradients, fitness app icon style, ultra clean, sharp edges, centered composition --no text, labels, multiple people, detailed face, realistic skin, shadows, 3D effects, gradients, busy background, photorealistic"
